-31.28,  96.96,-30.42,  93.85,-29.60,  90.73,-28.85,  87.61,-28.23,  84.46,-27.72,  81.26,-27.25,  78.00,-26.74,  74.69,-26.10,  71.38,-25.33,  68.11,-24.49,  64.91,-23.64,  61.75,-22.78,  58.63,-21.90,  55.52,-20.91,  52.47,-19.75,  49.50,-18.35,  46.68,-16.72,  44.02,-14.88,  41.52,-12.90,  39.13,-10.84,  36.81,-8.76,  34.51,-6.67,  32.21,
-31.52,  96.95,-30.64,  93.82,-29.80,  90.70,-29.03,  87.56,-28.39,  84.40,-27.85,  81.18,-27.36,  77.91,-26.81,  74.58,-26.15,  71.25,-25.35,  67.97,-24.48,  64.75,-23.60,  61.58,-22.72,  58.44,-21.81,  55.32,-20.78,  52.25,-19.57,  49.28,-18.13,  46.46,-16.44,  43.81,-14.56,  41.31,-12.54,  38.92,-10.45,  36.60,-8.33,  34.28,-6.21,  31.97,
-31.58,  96.98,-30.69,  93.85,-29.83,  90.72,-29.05,  87.57,-28.39,  84.40,-27.83,  81.18,-27.32,  77.89,-26.75,  74.56,-26.07,  71.23,-25.26,  67.95,-24.38,  64.72,-23.48,  61.55,-22.58,  58.40,-21.64,  55.27,-20.60,  52.21,-19.37,  49.24,-17.90,  46.43,-16.20,  43.79,-14.30,  41.29,-12.27,  38.90,-10.16,  36.56,-8.03,  34.24,-5.90,  31.91,
-31.39,  96.92,-30.50,  93.80,-29.64,  90.66,-28.86,  87.52,-28.20,  84.34,-27.64,  81.12,-27.11,  77.84,-26.54,  74.52,-25.85,  71.21,-25.04,  67.94,-24.16,  64.74,-23.25,  61.57,-22.35,  58.43,-21.41,  55.33,-20.37,  52.28,-19.15,  49.35,-17.70,  46.56,-16.02,  43.94,-14.15,  41.46,-12.13,  39.08,-10.05,  36.74,-7.93,  34.42,-5.82,  32.09,
-31.02,  96.72,-30.15,  93.61,-29.31,  90.49,-28.54,  87.35,-27.88,  84.18,-27.33,  80.97,-26.80,  77.71,-26.23,  74.43,-25.55,  71.16,-24.74,  67.92,-23.87,  64.74,-22.98,  61.60,-22.08,  58.49,-21.16,  55.41,-20.13,  52.41,-18.94,  49.51,-17.53,  46.76,-15.90,  44.17,-14.08,  41.71,-12.11,  39.34,-10.06,  37.02,-7.97,  34.71,-5.89,  32.39,
-30.54,  96.41,-29.70,  93.33,-28.89,  90.24,-28.14,  87.12,-27.51,  83.98,-26.96,  80.80,-26.45,  77.58,-25.88,  74.35,-25.21,  71.13,-24.42,  67.94,-23.58,  64.81,-22.71,  61.70,-21.84,  58.63,-20.94,  55.60,-19.96,  52.64,-18.82,  49.79,-17.48,  47.07,-15.91,  44.50,-14.16,  42.06,-12.25,  39.70,-10.24,  37.38,-8.21,  35.08,-6.16,  32.78,
-29.97,  96.08,-29.17,  93.03,-28.40,  89.98,-27.69,  86.90,-27.08,  83.79,-26.56,  80.65,-26.06,  77.49,-25.51,  74.32,-24.87,  71.16,-24.12,  68.05,-23.31,  64.97,-22.48,  61.92,-21.66,  58.90,-20.81,  55.92,-19.89,  53.02,-18.83,  50.21,-17.58,  47.53,-16.11,  44.97,-14.45,  42.52,-12.62,  40.16,-10.69,  37.85,-8.71,  35.56,-6.73,  33.26,
-29.27,  95.72,-28.53,  92.73,-27.82,  89.72,-27.16,  86.69,-26.59,  83.64,-26.09,  80.56,-25.63,  77.46,-25.12,  74.37,-24.52,  71.30,-23.82,  68.26,-23.06,  65.25,-22.29,  62.26,-21.52,  59.31,-20.74,  56.40,-19.90,  53.55,-18.94,  50.78,-17.80,  48.12,-16.46,  45.57,-14.90,  43.12,-13.17,  40.75,-11.32,  38.43,-9.42,  36.14,-7.50,  33.86,
-28.49,  95.46,-27.82,  92.51,-27.17,  89.55,-26.57,  86.58,-26.04,  83.57,-25.59,  80.55,-25.16,  77.53,-24.70,  74.51,-24.16,  71.52,-23.53,  68.55,-22.83,  65.61,-22.12,  62.68,-21.41,  59.79,-20.70,  56.93,-19.95,  54.14,-19.09,  51.42,-18.07,  48.78,-16.85,  46.23,-15.43,  43.77,-13.81,  41.39,-12.05,  39.06,-10.23,  36.78,-8.39,  34.50,
-27.69,  95.40,-27.09,  92.49,-26.50,  89.58,-25.96,  86.64,-25.49,  83.68,-25.08,  80.71,-24.70,  77.75,-24.29,  74.80,-23.82,  71.87,-23.26,  68.96,-22.64,  66.07,-21.99,  63.19,-21.35,  60.34,-20.71,  57.53,-20.05,  54.77,-19.29,  52.07,-18.39,  49.45,-17.30,  46.89,-16.00,  44.41,-14.49,  42.00,-12.84,  39.65,-11.10,  37.36,-9.35,  35.07,
-27.01,  95.53,-26.46,  92.65,-25.93,  89.77,-25.43,  86.88,-24.99,  83.96,-24.62,  81.03,-24.28,  78.12,-23.93,  75.22,-23.52,  72.35,-23.03,  69.49,-22.48,  66.64,-21.90,  63.81,-21.33,  60.99,-20.77,  58.21,-20.19,  55.47,-19.55,  52.79,-18.78,  50.16,-17.82,  47.58,-16.65,  45.05,-15.27,  42.58,-13.73,  40.20,-12.09,  37.86,-10.43,  35.54,
-26.55,  95.77,-26.04,  92.93,-25.55,  90.08,-25.09,  87.22,-24.68,  84.34,-24.32,  81.46,-24.01,  78.58,-23.71,  75.74,-23.35,  72.91,-22.92,  70.10,-22.42,  67.29,-21.90,  64.49,-21.39,  61.70,-20.90,  58.95,-20.41,  56.24,-19.87,  53.57,-19.22,  50.92,-18.40,  48.31,-17.37,  45.72,-16.12,  43.20,-14.69,  40.75,-13.15,  38.37,-11.59,  36.01,
-26.22,  96.11,-25.75,  93.29,-25.29,  90.47,-24.86,  87.64,-24.47,  84.79,-24.15,  81.93,-23.86,  79.09,-23.59,  76.28,-23.28,  73.50,-22.90,  70.72,-22.46,  67.94,-21.99,  65.17,-21.52,  62.42,-21.09,  59.70,-20.67,  57.01,-20.22,  54.34,-19.68,  51.70,-18.99,  49.05,-18.09,  46.42,-16.96,  43.83,-15.64,  41.32,-14.20,  38.90,-12.72,  36.50,
-25.87,  96.52,-25.43,  93.73,-25.00,  90.93,-24.60,  88.12,-24.24,  85.29,-23.94,  82.46,-23.68,  79.65,-23.45,  76.87,-23.19,  74.12,-22.87,  71.37,-22.48,  68.62,-22.06,  65.88,-21.65,  63.15,-21.26,  60.45,-20.90,  57.78,-20.52,  55.13,-20.08,  52.47,-19.49,  49.81,-18.72,  47.14,-17.71,  44.49,-16.50,  41.92,-15.14,  39.45,-13.74,  37.02,
-25.43,  96.93,-25.04,  94.17,-24.66,  91.40,-24.30,  88.62,-23.97,  85.82,-23.70,  83.02,-23.48,  80.24,-23.29,  77.50,-23.09,  74.78,-22.83,  72.06,-22.50,  69.34,-22.13,  66.62,-21.76,  63.92,-21.41,  61.24,-21.09,  58.58,-20.78,  55.92,-20.40,  53.26,-19.91,  50.57,-19.24,  47.87,-18.33,  45.18,-17.21,  42.55,-15.93,  40.02,-14.59,  37.55,
-24.99,  97.30,-24.66,  94.57,-24.33,  91.83,-24.03,  89.08,-23.75,  86.31,-23.53,  83.55,-23.35,  80.80,-23.21,  78.10,-23.06,  75.41,-22.85,  72.73,-22.58,  70.04,-22.25,  67.34,-21.91,  64.66,-21.59,  61.99,-21.30,  59.34,-21.02,  56.69,-20.70,  54.01,-20.27,  51.30,-19.67,  48.57,-18.85,  45.84,-17.81,  43.17,-16.59,  40.59,-15.30,  38.07,
-24.66,  97.64,-24.39,  94.93,-24.12,  92.21,-23.86,  89.48,-23.63,  86.74,-23.45,  84.00,-23.32,  81.28,-23.22,  78.60,-23.11,  75.95,-22.96,  73.29,-22.74,  70.62,-22.45,  67.94,-22.14,  65.27,-21.84,  62.62,-21.57,  59.98,-21.31,  57.33,-21.02,  54.64,-20.63,  51.91,-20.08,  49.15,-19.32,  46.39,-18.33,  43.68,-17.17,  41.05,-15.93,  38.48,
-24.62,  98.02,-24.37,  95.30,-24.13,  92.58,-23.89,  89.86,-23.69,  87.12,-23.52,  84.38,-23.41,  81.67,-23.33,  79.00,-23.25,  76.36,-23.12,  73.71,-22.93,  71.05,-22.66,  68.38,-22.37,  65.72,-22.07,  63.07,-21.81,  60.44,-21.56,  57.78,-21.28,  55.08,-20.91,  52.33,-20.39,  49.55,-19.65,  46.76,-18.70,  44.03,-17.57,  41.36,-16.37,  38.74,
-24.77,  98.37,-24.53,  95.65,-24.29,  92.91,-24.06,  90.17,-23.86,  87.43,-23.70,  84.69,-23.59,  81.97,-23.51,  79.30,-23.44,  76.64,-23.32,  73.99,-23.13,  71.31,-22.87,  68.64,-22.57,  65.97,-22.27,  63.32,-22.00,  60.68,-21.74,  58.01,-21.46,  55.30,-21.09,  52.53,-20.56,  49.73,-19.82,  46.93,-18.87,  44.18,-17.75,  41.49,-16.57,  38.83,
-25.03,  98.70,-24.78,  95.95,-24.54,  93.19,-24.30,  90.43,-24.09,  87.66,-23.91,  84.90,-23.79,  82.17,-23.70,  79.48,-23.62,  76.80,-23.49,  74.11,-23.29,  71.42,-23.02,  68.72,-22.71,  66.03,-22.40,  63.37,-22.11,  60.71,-21.83,  58.02,-21.53,  55.29,-21.14,  52.52,-20.58,  49.70,-19.82,  46.90,-18.85,  44.14,-17.73,  41.43,-16.54,  38.76,
-25.33,  98.95,-25.06,  96.18,-24.80,  93.40,-24.54,  90.61,-24.31,  87.82,-24.12,  85.04,-23.98,  82.28,-23.87,  79.55,-23.77,  76.84,-23.62,  74.13,-23.40,  71.40,-23.11,  68.68,-22.78,  65.97,-22.44,  63.29,-22.13,  60.61,-21.83,  57.90,-21.50,  55.16,-21.07,  52.37,-20.48,  49.55,-19.68,  46.75,-18.68,  44.00,-17.53,  41.29,-16.33,  38.61,
-25.71,  99.16,-25.41,  96.35,-25.11,  93.53,-24.82,  90.72,-24.56,  87.90,-24.33,  85.09,-24.16,  82.30,-24.02,  79.55,-23.89,  76.81,-23.71,  74.06,-23.46,  71.31,-23.14,  68.56,-22.77,  65.83,-22.41,  63.13,-22.07,  60.44,-21.74,  57.72,-21.37,  54.96,-20.90,  52.18,-20.26,  49.38,-19.42,  46.59,-18.38,  43.86,-17.21,  41.16,-15.97,  38.48,
-26.08,  99.25,-25.73,  96.41,-25.39,  93.57,-25.06,  90.73,-24.76,  87.89,-24.49,  85.05,-24.28,  82.25,-24.10,  79.46,-23.93,  76.70,-23.72,  73.93,-23.43,  71.16,-23.07,  68.40,-22.68,  65.66,-22.29,  62.95,-21.92,  60.25,-21.56,  57.52,-21.16,  54.77,-20.65,  51.99,-19.97,  49.21,-19.09,  46.46,-18.02,  43.75,-16.82,  41.07,-15.57,  38.40,
-26.33,  99.36,-25.95,  96.49,-25.57,  93.62,-25.21,  90.75,-24.87,  87.88,-24.57,  85.02,-24.32,  82.18,-24.12,  79.37,-23.92,  76.58,-23.68,  73.79,-23.36,  71.01,-22.97,  68.24,-22.55,  65.49,-22.14,  62.77,-21.76,  60.06,-21.38,  57.34,-20.95,  54.59,-20.41,  51.82,-19.70,  49.07,-18.79,  46.34,-17.70,  43.65,-16.49,  40.99,-15.23,  38.33,
-26.34,  99.62,-25.95,  96.71,-25.57,  93.81,-25.20,  90.90,-24.86,  87.99,-24.55,  85.09,-24.30,  82.22,-24.09,  79.38,-23.88,  76.56,-23.63,  73.75,-23.30,  70.94,-22.90,  68.16,-22.47,  65.40,-22.05,  62.66,-21.66,  59.94,-21.26,  57.21,-20.82,  54.46,-20.25,  51.70,-19.52,  48.96,-18.59,  46.25,-17.48,  43.57,-16.26,  40.92,-15.00,  38.27,
-26.23,  100.09,-25.85,  97.15,-25.48,  94.22,-25.12,  91.28,-24.79,  88.34,-24.49,  85.41,-24.24,  82.51,-24.04,  79.64,-23.84,  76.79,-23.60,  73.95,-23.28,  71.12,-22.89,  68.31,-22.46,  65.53,-22.04,  62.77,-21.64,  60.03,-21.24,  57.28,-20.78,  54.51,-20.20,  51.75,-19.46,  49.00,-18.52,  46.27,-17.41,  43.59,-16.19,  40.92,-14.91,  38.26,
-26.06,  100.86,-25.71,  97.90,-25.36,  94.94,-25.02,  91.98,-24.70,  89.02,-24.41,  86.07,-24.18,  83.14,-23.99,  80.24,-23.81,  77.37,-23.60,  74.50,-23.31,  71.64,-22.95,  68.80,-22.53,  65.99,-22.12,  63.20,-21.72,  60.43,-21.32,  57.65,-20.86,  54.85,-20.29,  52.06,-19.56,  49.28,-18.64,  46.52,-17.54,  43.80,-16.31,  41.11,-15.04,  38.42,
